customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Monthly,Total,Cuentas_diarias,gasto_total_mensual
3946-MHCZW,1,Male,0,0,0,1,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Mailed check,50.9,50.9,1.6966666666666665,50.9
3948-FVVRP,0,Male,0,1,1,9,1,0,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,54.8,452.8,1.8266666666666667,50.31111111111111
3948-KXDUF,0,Male,0,0,0,66,1,1,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),68.75,4447.55,2.2916666666666665,67.38712121212122
3948-XHGNA,1,Male,0,0,0,24,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),49.55,1210.4,1.6516666666666666,50.43333333333334
3950-VPYJB,0,Male,0,1,1,57,1,0,DSL,1,1,0,1,0,0,One year,0,Mailed check,59.6,3509.4,1.9866666666666668,61.56842105263158
3951-NJCVI,0,Female,1,1,0,42,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.05,3944.5,3.1683333333333334,93.91666666666667
3955-JBZZM,0,Male,0,0,0,20,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,78.8,1641.3,2.6266666666666665,82.065
3956-CJUST,0,Female,1,0,0,23,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.4,1643.55,2.5133333333333336,71.45869565217392
3956-MGXOG,0,Female,0,0,0,28,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.6,2244.95,2.6866666666666665,80.17678571428571
3957-HHLMR,0,Female,0,1,1,70,1,1,DSL,1,0,0,0,0,1,One year,0,Bank transfer (automatic),65.2,4543.15,2.1733333333333333,64.90214285714285
3957-LXOLK,1,Female,1,0,0,28,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.15,3152.5,3.5383333333333336,112.58928571428571
3957-SQXML,0,Female,0,1,1,34,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.95,894.3,0.8316666666666667,26.302941176470586
3961-SXAXY,0,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.05,44.05,1.4683333333333333,44.05
3963-RYFNS,0,Female,0,0,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.45,8013.55,3.881666666666667,111.29930555555556
3966-HRMZA,0,Female,1,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Mailed check,75.05,202.9,2.5016666666666665,67.63333333333334
3967-KXAPS,0,Male,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),92.3,6719.9,3.0766666666666667,93.33194444444445
3967-VQOGC,0,Female,0,1,1,67,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.9,1680.25,0.83,25.078358208955223
3969-GYXEL,0,Female,0,0,0,11,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,76.4,838.7,2.546666666666667,76.24545454545455
3969-JQABI,0,Female,0,1,0,58,1,0,DSL,1,1,0,0,1,0,Month-to-month,1,Credit card (automatic),65.25,3791.6,2.175,65.37241379310345
3970-XGJDU,0,Female,0,0,0,62,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.2,1123.65,0.64,18.123387096774195
3973-SKMLN,0,Male,0,0,0,71,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.9,1355.1,0.6633333333333333,19.085915492957746
3976-BWUCK,1,Female,0,1,0,30,1,1,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Credit card (automatic),94.1,2804.45,3.1366666666666663,93.48166666666665
3976-HXHCE,0,Male,0,0,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.3,1414.8,0.6433333333333333,19.65
3976-NLDEZ,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.6,20.6,0.6866666666666668,20.6
3977-QCRSL,0,Female,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.15,117.95,0.6716666666666666,23.59
3978-YNKDD,0,Male,0,0,1,19,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.85,467.5,0.6950000000000001,24.605263157894736
3981-QSVQI,0,Male,0,0,0,8,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.7,168.9,0.6566666666666666,21.1125
3982-DQLUS,0,Male,1,1,1,65,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,85.75,5688.45,2.8583333333333334,87.51461538461538
3982-JGSFD,0,Male,0,0,0,36,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.35,695.85,0.6783333333333333,19.329166666666666
3982-XWFZQ,1,Female,0,1,0,42,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.25,2203.65,1.675,52.46785714285714
3985-HOYPM,0,Male,0,0,0,26,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.4,525.55,0.6466666666666666,20.213461538461537
3987-KQDDU,0,Male,0,0,0,9,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,75.6,661.55,2.52,73.50555555555555
3988-RQIXO,1,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.3,91.3,3.0433333333333334,91.3
3990-QYKBE,1,Male,1,1,0,37,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,92.5,3473.4,3.0833333333333335,93.87567567567568
3992-YWPKO,1,Female,0,0,0,6,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Credit card (automatic),109.9,669.45,3.6633333333333336,111.575
3995-WFCSM,0,Female,0,0,0,2,1,0,DSL,0,0,1,0,0,1,Month-to-month,0,Electronic check,60.85,111.4,2.0283333333333333,55.7
3996-ZNWYK,0,Male,1,1,1,71,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.8,1388.45,0.66,19.555633802816903
3999-QGRJH,1,Male,1,0,0,8,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.7,560.85,2.3233333333333333,70.10625
3999-WRNGR,0,Female,0,1,1,60,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,49.75,3069.45,1.6583333333333334,51.1575
4000-VGMQP,0,Male,0,1,1,38,1,1,DSL,0,1,1,0,1,1,One year,0,Credit card (automatic),78.95,2862.55,2.631666666666667,75.33026315789475
4001-TSBTV,0,Female,0,1,1,58,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,91.55,5511.65,3.0516666666666667,95.02844827586206
4002-BQWPQ,0,Male,0,0,0,25,1,1,DSL,1,1,1,1,0,1,Month-to-month,0,Bank transfer (automatic),81.75,2028.8,2.725,81.152
4003-FUSHP,0,Male,0,0,0,19,1,0,DSL,0,0,0,1,1,0,Month-to-month,1,Credit card (automatic),61.55,1093.2,2.0516666666666667,57.53684210526316
4003-OCTMP,0,Female,0,1,0,31,1,0,DSL,1,0,0,1,0,1,One year,1,Electronic check,64.0,1910.75,2.1333333333333333,61.63709677419355
4006-HKYHO,0,Male,0,0,0,63,1,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),86.7,5309.5,2.89,84.27777777777777
4007-NHVHI,0,Female,1,0,0,56,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,96.85,5219.65,3.228333333333333,93.20803571428571
4009-ALQFH,1,Female,0,0,0,25,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,99.5,2369.05,3.316666666666667,94.762
4010-YLMVT,0,Female,0,0,0,56,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),106.6,5893.95,3.5533333333333332,105.24910714285714
4011-ARPHK,0,Male,0,0,0,27,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,50.35,1411.35,1.6783333333333335,52.27222222222222
4012-YCFAI,0,Male,0,1,0,60,1,0,DSL,1,1,0,1,0,0,Two year,1,Mailed check,61.35,3766.2,2.045,62.769999999999996
4012-ZTHBR,0,Female,0,1,1,21,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.95,926.25,1.4983333333333335,44.107142857142854
4013-GUXND,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.8,20.8,0.6933333333333334,20.8
4013-TLDHQ,1,Male,0,0,0,19,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,78.25,1490.95,2.6083333333333334,78.47105263157896
4013-UBXWQ,1,Female,0,0,0,7,1,1,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,74.65,521.1,2.4883333333333337,74.44285714285715
4016-BJKTZ,0,Female,0,0,0,25,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Electronic check,108.9,2809.05,3.6300000000000003,112.36200000000001
4018-KJYUY,0,Male,0,0,1,22,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.15,432.5,0.6716666666666666,19.65909090909091
4018-PPNDW,0,Female,0,1,1,61,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.1,1551.6,0.8033333333333333,25.43606557377049
4020-KIUDI,0,Male,0,1,1,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.85,138.85,0.6616666666666667,23.141666666666666
4021-RQSNY,1,Male,1,1,0,29,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.5,3004.15,3.283333333333333,103.59137931034483
4023-RTIQM,0,Female,1,1,0,31,0,0,DSL,1,1,1,0,0,1,One year,1,Credit card (automatic),50.4,1580.1,1.68,50.97096774193548
4024-CSNBY,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),94.25,6849.75,3.1416666666666666,95.13541666666667
4026-SKKHW,0,Male,0,0,0,3,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,50.25,152.3,1.675,50.76666666666667
4029-HPFVY,0,Male,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.3,220.4,2.3433333333333333,73.46666666666667
4030-VPZBD,1,Female,0,0,0,2,0,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,30.9,59.05,1.03,29.525
4032-RMHCI,0,Female,0,1,1,41,0,0,DSL,1,0,1,0,0,0,One year,0,Credit card (automatic),35.4,1412.4,1.18,34.44878048780488
4039-HEUNW,1,Male,1,1,0,36,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,96.5,3436.1,3.216666666666667,95.44722222222222
4039-PIMHX,0,Male,1,1,0,49,1,0,DSL,0,1,0,0,0,0,Two year,0,Mailed check,49.8,2398.4,1.66,48.946938775510205
4043-MKDTV,0,Male,0,1,0,71,1,0,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,105.25,7291.75,3.5083333333333333,102.70070422535211
4049-ZPALD,0,Female,0,1,0,64,1,0,Fiber optic,1,0,1,0,1,1,Two year,1,Bank transfer (automatic),99.0,6375.8,3.3,99.621875
4054-CUMIA,0,Female,0,1,1,18,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.25,401.95,0.675,22.330555555555556
4056-QHXHZ,0,Female,0,1,1,72,1,1,Fiber optic,1,0,1,1,1,1,Two year,0,Mailed check,107.45,7576.7,3.5816666666666666,105.23194444444444
4057-FKCZK,0,Male,0,1,1,58,1,1,Fiber optic,0,0,0,0,1,0,Two year,0,Bank transfer (automatic),82.5,4828.05,2.75,83.24224137931034
4059-IIEBK,0,Female,0,0,0,7,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),78.55,522.95,2.618333333333333,74.70714285714287
4060-LDNLU,0,Male,0,0,0,7,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,96.2,639.7,3.2066666666666666,91.38571428571429
4061-UKJWL,0,Male,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.45,141.7,1.5150000000000001,47.23333333333333
4062-HBMOS,0,Male,0,0,0,52,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,103.05,5364.8,3.435,103.16923076923078
4063-EIKNQ,0,Male,0,1,1,11,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.95,267.35,0.6983333333333334,24.30454545454546
4065-JJAVA,0,Female,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,49.5,49.5,1.65,49.5
4067-HLYQI,0,Female,0,0,0,33,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.4,2406.1,2.3466666666666667,72.9121212121212
4070-OKWVH,0,Female,0,1,0,52,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,0,Bank transfer (automatic),94.6,5025.8,3.1533333333333333,96.65
4072-IPYLT,0,Female,0,1,1,36,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),51.05,1815.0,1.7016666666666667,50.416666666666664
4074-SJFFA,1,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Mailed check,54.75,54.75,1.825,54.75
4075-JFPGR,0,Female,0,1,0,51,1,0,Fiber optic,1,1,1,0,1,0,One year,1,Electronic check,93.5,4619.55,3.1166666666666667,90.57941176470588
4075-WKNIU,0,Female,0,1,1,0,1,1,DSL,0,1,1,1,1,0,Two year,0,Mailed check,73.35,0.0,2.445,0.0
4077-CROMM,1,Female,0,1,1,31,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.2,3243.45,3.4733333333333336,104.62741935483871
4077-HWUYD,0,Male,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),87.55,6463.15,2.9183333333333334,89.76597222222222
4078-SAYYN,1,Female,0,0,0,11,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.75,1129.75,3.3583333333333334,102.70454545454545
4079-ULGFR,0,Male,0,0,0,16,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.0,275.7,0.6666666666666666,17.23125
4079-VTGLK,0,Male,1,1,0,30,1,1,DSL,0,0,1,0,1,1,Two year,0,Electronic check,74.85,2181.75,2.4949999999999997,72.725
4079-WWQQQ,0,Male,0,0,0,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),65.55,4807.45,2.185,66.77013888888888
4080-IIARD,0,Female,0,1,0,13,1,1,DSL,1,1,0,1,1,0,Month-to-month,1,Electronic check,76.2,981.45,2.54,75.49615384615385
4080-OGPJL,1,Female,0,0,0,8,1,1,DSL,1,0,0,1,0,1,Month-to-month,0,Electronic check,71.15,563.65,2.371666666666667,70.45625
4081-DYXAV,1,Female,0,0,0,19,0,0,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),44.85,893.55,1.495,47.02894736842105
4083-BFNYK,0,Female,1,1,0,38,1,1,Fiber optic,1,1,0,0,0,1,One year,0,Credit card (automatic),95.0,3591.25,3.1666666666666665,94.50657894736842
4083-EUGRJ,1,Male,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,178.5,0.675,19.833333333333332
4086-ATNFV,0,Female,0,1,1,34,1,0,DSL,1,1,1,0,0,0,One year,1,Mailed check,60.8,2042.05,2.0266666666666664,60.06029411764706
4086-WITJG,0,Male,0,1,1,71,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.7,1301.1,0.6566666666666666,18.325352112676054
4086-YQSNZ,1,Female,1,1,0,3,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.4,224.05,2.68,74.68333333333334
4088-YLDSU,1,Male,0,1,0,55,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,104.15,5743.05,3.4716666666666667,104.41909090909091
4090-KPJIP,0,Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.95,212.4,2.4983333333333335,70.8
4091-TVOCN,0,Male,0,0,1,48,1,1,DSL,1,0,1,0,1,1,One year,1,Credit card (automatic),78.75,3682.45,2.625,76.71770833333333
4092-OFQZS,0,Male,0,1,0,20,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.65,417.5,0.6883333333333332,20.875
4094-NSEDU,1,Female,1,0,0,21,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.25,1973.75,3.1416666666666666,93.98809523809524
4097-YODCF,0,Male,0,0,1,34,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,103.8,3470.8,3.46,102.08235294117648
4098-NAUKP,0,Male,1,1,1,68,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,84.65,5683.6,2.8216666666666668,83.58235294117648
4102-HLENU,0,Female,0,1,0,67,1,1,DSL,1,1,1,0,0,0,Two year,0,Mailed check,65.65,4322.85,2.1883333333333335,64.52014925373135
4102-OQUPX,1,Male,1,1,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,74.4,2.48,74.4
4104-PVRPS,0,Male,0,1,0,24,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,53.6,1315.35,1.7866666666666666,54.80625
4106-HADHQ,1,Male,0,1,1,39,1,0,DSL,1,0,1,1,1,1,One year,0,Credit card (automatic),80.0,3182.95,2.6666666666666665,81.61410256410257
4109-CYRBD,0,Male,1,1,0,29,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,51.6,1442.0,1.72,49.724137931034484
4110-PFEUZ,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,69.55,69.55,2.3183333333333334,69.55
4111-BNXIF,0,Female,0,1,1,67,0,0,DSL,0,1,1,1,1,1,Two year,1,Electronic check,59.55,4103.9,1.9849999999999999,61.252238805970144
4112-LUEIZ,1,Male,0,0,0,10,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.5,863.1,2.9833333333333334,86.31
4114-QMKVN,0,Female,0,1,1,56,1,1,DSL,1,1,0,0,0,1,One year,0,Bank transfer (automatic),68.75,3815.4,2.2916666666666665,68.13214285714285
4115-BNPJY,0,Male,0,1,1,29,1,0,DSL,0,0,1,1,1,1,Two year,0,Mailed check,75.55,2054.4,2.518333333333333,70.84137931034483
4115-NZRKS,0,Female,1,0,0,7,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.15,574.35,2.9716666666666667,82.05
4115-UMJFQ,0,Male,0,0,0,69,0,0,DSL,0,1,1,0,0,0,One year,1,Bank transfer (automatic),35.75,2492.25,1.1916666666666667,36.119565217391305
4116-IQRFR,0,Male,0,1,1,4,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),24.1,73.1,0.8033333333333333,18.275
4116-TZAQJ,1,Female,0,0,0,9,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.25,639.65,2.475,71.07222222222222
4118-CEVPF,0,Female,1,0,0,35,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Bank transfer (automatic),110.8,3836.3,3.6933333333333334,109.60857142857144
4119-ZYPZY,0,Male,1,0,0,71,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Electronic check,106.8,7623.2,3.56,107.36901408450704
4121-AGSIN,0,Female,0,1,1,58,1,1,No,0,0,0,0,0,0,One year,1,Credit card (automatic),24.5,1497.9,0.8166666666666667,25.82586206896552
4123-DVHPH,0,Male,0,1,0,9,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,88.05,801.3,2.935,89.03333333333333
4123-FCVCB,0,Female,0,0,0,12,1,1,DSL,0,0,0,1,1,1,One year,1,Mailed check,75.85,854.45,2.5283333333333333,71.20416666666667
4124-MMETB,1,Male,0,0,0,22,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),94.65,2104.55,3.1550000000000002,95.66136363636365
4128-ETESU,0,Female,1,1,0,47,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,99.7,4747.2,3.3233333333333333,101.00425531914894
4129-LYCOI,0,Female,0,0,1,67,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Electronic check,104.0,7039.05,3.466666666666667,105.06044776119403
4130-MZLCC,0,Female,0,0,0,5,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),50.55,244.75,1.6849999999999998,48.95
4132-KALRO,0,Female,0,0,0,4,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Mailed check,100.85,399.25,3.3616666666666664,99.8125
4132-POCZS,0,Male,0,1,0,52,0,0,DSL,1,0,0,0,0,1,Month-to-month,1,Electronic check,39.9,2020.9,1.3299999999999998,38.86346153846154
4134-BSXLX,0,Male,0,1,0,28,1,0,DSL,1,1,0,1,0,0,Month-to-month,0,Mailed check,60.9,1785.65,2.03,63.77321428571429
4135-FRWKJ,0,Female,1,1,1,55,1,1,DSL,1,0,1,1,1,0,One year,0,Electronic check,76.25,4154.55,2.5416666666666665,75.53727272727274
4137-BTIKL,0,Male,0,0,0,2,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,0,Mailed check,90.75,174.75,3.025,87.375
4137-JOPHL,0,Female,0,0,0,50,1,0,Fiber optic,0,0,1,1,0,1,Two year,1,Bank transfer (automatic),89.7,4304.5,2.99,86.09
4138-NAXED,0,Male,0,0,0,51,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),81.0,4085.75,2.7,80.11274509803921
4139-DETXS,0,Female,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),64.45,4528.0,2.1483333333333334,62.888888888888886
4139-JPIAM,0,Male,0,0,0,51,0,0,DSL,1,0,0,1,0,1,Month-to-month,1,Credit card (automatic),44.45,2181.55,1.4816666666666667,42.77549019607844
4139-SUGLD,1,Male,0,1,1,31,0,0,DSL,1,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),35.4,1077.5,1.18,34.75806451612903
4140-MUHUG,1,Female,1,0,0,3,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,86.85,220.95,2.895,73.64999999999999
4140-WJAWW,1,Female,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.85,108.05,0.6616666666666667,21.61
4143-HHPMK,1,Male,0,0,0,52,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,85.35,4338.6,2.8449999999999998,83.4346153846154
4143-OOBWZ,1,Male,0,1,0,5,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.3,416.3,2.71,83.26
4145-UQXUQ,1,Female,1,0,0,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,92.1,729.95,3.07,91.24375
4146-SVFUD,0,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.6,44.6,1.4866666666666668,44.6
4154-AQUGT,1,Male,1,1,0,13,1,0,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),89.05,1169.35,2.9683333333333333,89.94999999999999
4159-NAAIX,0,Female,0,0,0,63,1,1,Fiber optic,0,1,0,0,1,1,Two year,0,Bank transfer (automatic),97.45,6253.0,3.2483333333333335,99.25396825396825
4160-AMJTL,1,Female,1,0,0,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.65,164.3,0.6549999999999999,20.5375
4163-HFTUK,0,Male,0,0,0,51,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,19.1,1007.8,0.6366666666666667,19.76078431372549
4163-KIUHY,0,Male,0,0,0,35,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.6,901.25,0.8533333333333334,25.75
4163-NCJAK,0,Female,0,1,0,46,1,1,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),24.45,1066.15,0.815,23.17717391304348
4174-LPGTI,1,Female,0,1,1,41,1,0,DSL,0,1,0,1,0,1,One year,1,Bank transfer (automatic),66.5,2728.6,2.216666666666667,66.55121951219512
4176-FXYBO,0,Male,0,1,0,54,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,0,Electronic check,109.55,6118.95,3.6516666666666664,113.31388888888888
4176-RELJR,0,Male,1,0,0,67,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.1,1672.15,0.8366666666666667,24.957462686567165
4177-JPDFU,0,Male,0,0,0,12,0,0,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,34.0,442.45,1.1333333333333333,36.87083333333333
4178-EGMON,0,Male,0,1,0,70,1,1,Fiber optic,1,1,0,1,0,0,Two year,1,Credit card (automatic),88.0,5986.45,2.933333333333333,85.52071428571428
4182-BGSIQ,0,Female,0,1,1,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.8,196.75,0.66,19.675
4183-MYFRB,0,Female,0,0,0,21,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,90.05,1862.9,3.0016666666666665,88.70952380952382
4183-WCSEP,1,Male,0,0,0,31,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,78.45,2435.15,2.615,78.55322580645162
4184-TJFAN,1,Female,1,1,1,3,1,0,Fiber optic,1,0,0,1,1,0,Month-to-month,1,Mailed check,88.3,273.75,2.9433333333333334,91.25
4184-VODJZ,0,Male,0,1,1,63,1,1,Fiber optic,0,1,0,0,0,1,One year,1,Electronic check,91.35,5764.7,3.045,91.5031746031746
4186-ZBUEW,0,Female,0,0,0,36,1,1,DSL,0,1,0,1,0,1,One year,1,Mailed check,70.7,2511.95,2.356666666666667,69.77638888888889
4187-CINZD,1,Female,1,0,0,46,1,0,Fiber optic,0,1,0,0,1,1,One year,0,Credit card (automatic),95.25,4424.2,3.175,96.17826086956521
4188-FRABG,0,Male,0,1,0,57,1,1,Fiber optic,1,1,1,1,1,0,Month-to-month,1,Electronic check,103.05,5925.75,3.435,103.96052631578948
4188-PCPIG,0,Female,0,1,0,57,1,0,DSL,1,1,0,1,1,0,Two year,1,Credit card (automatic),70.35,4124.65,2.3449999999999998,72.36228070175439
4189-NAKJS,0,Male,0,0,0,26,1,1,DSL,0,0,0,0,0,0,One year,1,Credit card (automatic),51.55,1295.4,1.7183333333333333,49.823076923076925
4190-MFLUW,1,Female,0,1,1,10,1,0,DSL,0,0,1,1,0,0,Month-to-month,0,Credit card (automatic),55.2,528.35,1.84,52.835
4191-XOVOM,0,Male,0,0,0,63,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,105.4,6713.2,3.5133333333333336,106.55873015873016
4192-GORJT,1,Male,0,1,0,5,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,94.45,498.1,3.1483333333333334,99.62
4193-IBKSW,0,Male,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.75,1769.6,0.825,24.577777777777776
4193-ORFCL,1,Female,1,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.1,45.1,1.5033333333333334,45.1
